max_lost,loser_name,nemesis
1,Nicolas Alberto Arreche,Juan Pablo Paz
1,Nicolas Alberto Arreche,Tomas Lipovsek Puches
1,Nicolas Alberto Arreche,David Souto
2,Edan Leshem,Nicolas Mejia
2,Edan Leshem,Daniel Masur
2,Edan Leshem,Alex Bolt
2,Edan Leshem,Alessandro Bega
1,Delf Gohlke,Norbert Gombos
1,Mubarak Shannan Zayid,Stefanos Tsitsipas
1,Mubarak Shannan Zayid,Karen Khachanov
1,Mubarak Shannan Zayid,Aslan Karatsev
1,Mubarak Shannan Zayid,Guillermo Garcia Lopez
1,Mubarak Shannan Zayid,Jeremy Chardy
1,Franco Emanuel Egea,Santiago Besada
1,Franco Emanuel Egea,Orlando Luz
1,Franco Emanuel Egea,Maximiliano Estevez
1,Franco Emanuel Egea,Carlos Salamanca
1,Franco Emanuel Egea,Marcelo Zormann Da Silva
1,Eduardo Agustin Torre,Federico Coria
1,Andres Alvarez Cerdan,Nicolas Barrientos
1,Andres Alvarez Cerdan,Emilio Gomez
1,Andres Alvarez Cerdan,Andrei Vasilevski
1,Stefan Merunka,Joel Vincent Link
1,Stefan Merunka,Lukas Mugevicius
1,Stefan Merunka,Mikhail Elgin
1,Andre Goransson,J.J. Wolf
1,Andre Goransson,Borna Gojo
1,Andre Goransson,Roberto Marcora
1,Andre Goransson,Denis Shapovalov
1,Andre Goransson,Tak Khunn Wang
1,Andre Goransson,Jules Okala
1,Andre Goransson,Mackenzie McDonald
1,Andre Goransson,Raymond Sarmiento
1,Andre Goransson,Sekou Bangoura
1,Andre Goransson,Maximilian Marterer
1,Sefa Suluoglu,Vadym Ursu
1,Sefa Suluoglu,Daniel Elahi Galan
1,Sefa Suluoglu,Marc Sieber
1,Sefa Suluoglu,Robin Kern
1,Ram Kapach,Antoine Bellier
1,Orel Ovil,Alexis Musialek
1,David Prokop,Germain Gigounon
1,David Prokop,Hugo Dellien
1,Ayoub Benamar,Marco Bortolotti
2,Yecong He,Dominik Koepfer
2,Yecong He,Sadio Doumbia
1,Peng Xiang Gong,Alexander Bury
2,Yuanfeng Li,Yan Bai
2,Yuanfeng Li,Maximilian Neuchrist
2,Yuanfeng Li,Marinko Matosevic
1,Sung Jun Park,Woo Hyeok Jang
1,Sung Jun Park,Luke Saville
1,Suraj R Prabodh,Makoto Ochi
1,Suraj R Prabodh,Dalwinder Singh
1,Suraj R Prabodh,Chuhan Wang
1,Suraj R Prabodh,Vladyslav Orlov
1,Suraj R Prabodh,Benjamin Hassan
1,Suraj R Prabodh,Nikola Cacic
1,Suraj R Prabodh,Mikael Torpegaard
1,Suraj R Prabodh,Elias Ymer
1,Suraj R Prabodh,Luca Margaroli
1,Suraj R Prabodh,Matej Sabanov
1,Suraj R Prabodh,Quentin Halys
1,Soichiro Moritani,Sho Shimabukuro
1,Soichiro Moritani,Tung Lin Wu
1,Soichiro Moritani,Issei Okamura
1,Soichiro Moritani,Luke Saville
1,Keisuke Numajiri,Shuichi Sekiguchi
1,Mario Urquidi,Viktor Durasovic
1,Ivar Jose Aramburu Contreras,Juan Manuel Lopez
1,Ivar Jose Aramburu Contreras,Agustin Velotti
1,Ivar Jose Aramburu Contreras,Daniel Mora
1,Ivar Jose Aramburu Contreras,Jake Douglas
1,Ivar Jose Aramburu Contreras,Juan Ignacio Londero
1,Ivar Jose Aramburu Contreras,Boris Arias
1,Ivar Jose Aramburu Contreras,Carlos De La Pena
1,Ivar Jose Aramburu Contreras,Mauricio Astorga
1,Ivar Jose Aramburu Contreras,Kevin Krawietz
1,Ivar Jose Aramburu Contreras,Nicolas Jarry
1,Ivar Jose Aramburu Contreras,Lucas Gomez
1,Ivar Jose Aramburu Contreras,Ivan Endara
1,Ivar Jose Aramburu Contreras,Cristian Rodriguez
1,Alexander Merino,Juan Manuel Lopez
1,Alexander Merino,Martin Cuevas
1,Alexander Merino,Boris Arias
1,Alexander Merino,Gonzalo Escobar
1,Christopher Heyman,Joao Monteiro
1,Christopher Heyman,Jurgen Briand
1,Christopher Heyman,Mohamed Safwat
1,Christopher Heyman,Benjamin Bonzi
1,Christopher Heyman,Daniel Michalski
1,Christopher Heyman,Yann Marti
1,Christopher Heyman,Roman Safiullin
1,Christopher Heyman,Pedro Cachin
1,Christopher Heyman,Daniel Elahi Galan
1,Christopher Heyman,Jacob Grills
1,Christopher Heyman,Ilya Ivashka
1,Christopher Heyman,Elmar Ejupovic
1,Christopher Heyman,Jelle Sels
1,Christopher Heyman,Pedro Sousa
1,Christopher Heyman,Gianluca Mager
1,Christopher Heyman,Adrian Menendez Maceiras
1,Christopher Heyman,Edan Leshem
1,Christopher Heyman,Alexander Sarkissian
1,Christopher Heyman,David Vega Hernandez
1,Christopher Heyman,Tobias Simon
1,Christopher Heyman,Sergiy Stakhovsky
1,Christopher Heyman,Vaclav Safranek
1,Christopher Heyman,Sebastian Fanselow
1,Christopher Heyman,Alexander Zhurbin
1,Christopher Heyman,Uladzimir Ignatik
1,Christopher Heyman,Markus Eriksson
1,Vincent Thierry Schneider,Alex Molcan
1,Vincent Thierry Schneider,Giovanni Lapentti
1,Sander Arends,Titouan Droguet
1,Sander Arends,Hugo Grenier
1,Sander Arends,Tak Khunn Wang
1,Sander Arends,Hubert Hurkacz
1,Sander Arends,Gianni Mina
1,Sander Arends,Riccardo Bonadio
1,Sander Arends,Jan Satral
1,Sander Arends,Nikola Cacic
1,Demian Raab,Thiago Monteiro
1,Cedric Willems,George Von Massow
3,Juan Pablo Varillas,Sebastian Baez
1,Juan Ignacio Ameal,Cristian Rodriguez
1,Juan Ignacio Ameal,Jonathan Mridha
1,Matic Spec,Domen Gostincar
1,Ramazan Nureev,Mikhail Elgin
1,Ramazan Nureev,Pedro Sakamoto
1,Nicholas Campbell,Altug Celikbilek
1,Sagadat Ayap,Grigoriy Lomakin
1,Sagadat Ayap,Tung Lin Wu
1,Sagadat Ayap,Anton Zaitsev
1,Sagadat Ayap,Timur Khabibulin
1,Sagadat Ayap,Joao Menezes
1,Sagadat Ayap,Bogdan Bobrov
1,Sagadat Ayap,Riccardo Ghedin
1,Sagadat Ayap,Yunseong Chung
1,Sagadat Ayap,Daniiar Duldaev
1,Sagadat Ayap,Zdenek Kolar
1,Sagadat Ayap,Kaichi Uchida
1,Sagadat Ayap,Khumoun Sultanov
1,Sagadat Ayap,Vladyslav Manafov
1,Sagadat Ayap,Duck Hee Lee
1,Sagadat Ayap,Sidharth Rawat
1,Sagadat Ayap,Fabien Reboul
1,Sagadat Ayap,Vladimir Uzhylovsky
1,Martin Beran,Julien Dubail
1,Kevin Kylar,Jack Mingjie Lin
1,Kevin Kylar,Luke Bambridge
1,Kevin Kylar,Lucas Catarina
1,Kevin Kylar,Marcel Felder
1,Kevin Kylar,Tom Jomby
1,Kevin Kylar,Tim Smyczek
1,Kevin Kylar,Toshihide Matsui
1,Jose Fernando Carvajal Torres,Rafael Matos
1,Jose Fernando Carvajal Torres,Andres Molteni
1,Jose Fernando Carvajal Torres,Alexander Merino
1,Jose Fernando Carvajal Torres,Nicolas Jarry
1,Jose Fernando Carvajal Torres,Igor Ribeiro Marcondes
1,Jose Fernando Carvajal Torres,Juan Ignacio Londero
1,Jose Fernando Carvajal Torres,Juan Pablo Varillas
1,Barlaham Zuluaga Gaviria,Felipe Ramirez Luna
4,Daniel Elahi Galan,Emilio Gomez
4,Daniel Elahi Galan,Casper Ruud
1,William Jamphier Melano Granados,Felipe Mantilla
1,Thomas Pura,Julian Bradley
2,Collin Altamirano,Brandon Holt
2,Collin Altamirano,Ruan Roelofse
2,Collin Altamirano,Jason Jung
2,Collin Altamirano,Di Wu
1,Giorgi Javakhishvili,Benjamin Hannestad
1,David Simunek,Vaclav Safranek
1,David Simunek,Ivo Minar
1,David Simunek,Mauricio Astorga
2,Clement Geens,Bernabe Zapata Miralles
2,Clement Geens,Mikael Ymer
2,Clement Geens,Roberto Carballes Baena
2,Clement Geens,Steven Diez
1,Fabio Mercuri,Altug Celikbilek
1,Fabio Mercuri,Loic Perret
2,Altug Celikbilek,Carlos Taberner
2,Altug Celikbilek,Jozef Kovalik
2,Altug Celikbilek,Marc Sieber
2,Marek Jaloviec,Adam Pavlasek
2,Ivan Gakhov,Nino Serdarusic
2,Ivan Gakhov,Renzo Olivo
2,Ivan Gakhov,Lukas Rosol
2,Ivan Gakhov,Roberto Cid
2,Ivan Gakhov,Luca Margaroli
1,Jose Fco Vidal Azorin,Javier Barranco Cosano
1,Jose Fco Vidal Azorin,Uladzimir Ignatik
1,Jose Fco Vidal Azorin,Dmitry Surchenko
1,Jose Fco Vidal Azorin,Mick Lescure
1,Jose Fco Vidal Azorin,Franko Skugor
1,Jose Fco Vidal Azorin,Ricardo Rodriguez
1,Jose Fco Vidal Azorin,Anil Yuksel
4,Goncalo Oliveira,Gastao Elias
1,Samuel Bensoussan,Isaiah Strode
1,Samuel Bensoussan,Jelle Sels
1,Samuel Bensoussan,Miljan Zekic
3,Jan Choinski,Brydan Klein
1,Bogdan Ionut Apostol,Mirko Cutuli
1,Bogdan Ionut Apostol,Manuel Guinard
1,Leon Schutt,Maxime Chazal
1,Davide Pontoglio,David Vega Hernandez
1,Davide Pontoglio,Luca Margaroli
1,Davide Pontoglio,Robin Haase
1,Davide Pontoglio,Tiago Lopes
1,Bogdan Bobrov,Genaro Alberto Olivieri
1,Bogdan Bobrov,Calvin Hemery
1,Bogdan Bobrov,Miljan Zekic
1,Bogdan Bobrov,Aziz Dougaz
1,Bogdan Bobrov,Sebastian Fanselow
1,Bogdan Bobrov,Nikola Cacic
1,Bogdan Bobrov,Francesco Passaro
1,Bogdan Bobrov,Tung Lin Wu
1,Bogdan Bobrov,Teymuraz Gabashvili
1,Bogdan Bobrov,Kacper Zuk
1,Bogdan Bobrov,Viktor Durasovic
1,Bogdan Bobrov,Dan Alexandru Tomescu
1,Bogdan Bobrov,Pedro Cachin
1,Bogdan Bobrov,Alexander Shevchenko
2,Davide Galoppini,Andrea Vavassori
1,Lorenzo Di Maro,Stefano Napolitano
1,Luke Johnson,J.J. Wolf
1,Luke Johnson,Roberto Marcora
1,Luke Johnson,Sam Barry
1,Luke Johnson,Hiroki Moriya
1,Luke Johnson,Wishaya Trongcharoenchaikul
1,Luke Johnson,Takanyi Garanganga
1,Luke Johnson,Ramkumar Ramanathan
2,Daniele Capecchi,Gianluca Mager
1,Antonio Massara,Corrado Summaria
1,Antonio Massara,Markus Eriksson
1,Antonio Massara,Cem Ilkel
1,Antonio Massara,Farrukh Dustov
1,Antonio Massara,Marco Bortolotti
1,Antonio Massara,Artem Smirnov
1,Antonio Massara,Benjamin Hassan
1,Antonio Massara,Marko Tepavac
1,Antonio Massara,Maxime Janvier
1,Antonio Massara,Andrea Basso
1,Antonio Massara,Yannick Maden
1,Antonio Massara,Edoardo Eremin
1,Antonio Massara,Sebastian Ofner
1,Petar Conkic,Isak Arvidsson
1,Osni Junior,Fernando Romboli
1,Osni Junior,Alex Blumenberg
1,Osni Junior,Thiago Monteiro
1,Mihail Khaldeev,Anton Zaitsev
1,Lukas Ruepke,Lukas Lacko
1,Lukas Ruepke,Philip Davydenko
1,Lukas Ruepke,Yann Marti
1,Lukas Ruepke,Mikhail Elgin
1,Lukas Ruepke,Michael Linzer
1,Lukas Ruepke,Joao Pedro Sorgi
1,Lukas Ruepke,Ante Pavic
2,Matija Pecotic,Facundo Diaz Acosta
1,Garvit Batra,Suraj Beniwal
1,Clement Dorsemaine,Ronan Joncour
1,Arturs Lazdins,Viktor Durasovic
2,Gregoire Jacq,Mathias Bourgue
3,Calvin Hemery,Ruben Bemelmans
1,Luca Gelhardt,Nicolas Acevedo
1,Luca Gelhardt,Gabor Borsos
1,Isaac Stoute,Alison Van Uytvanck
1,Isaac Stoute,Sam Barry
1,Isaac Stoute,Tobias Simon
1,Max Andrews,Inigo Cervantes Huegun
1,Juan Ignacio Iliev,Denis Matsukevitch
1,Minhtuan Pham,Christopher Rungkat
1,Minhtuan Pham,Stephane Robert
1,Minhtuan Pham,Pruchya Isarow
1,Hoang Anh Khoa Tran,Shuichi Sekiguchi
1,Nerman Fatic,Tomas Martin Etcheverry
1,Nerman Fatic,Alexei Popyrin
1,Nerman Fatic,Norbert Gombos
1,Nerman Fatic,Alex Molcan
1,Nerman Fatic,Nick Hardt
1,Nerman Fatic,Miljan Zekic
1,Nerman Fatic,Hugo Gaston
1,Nerman Fatic,Robin Stanek
1,Nerman Fatic,Camilo Ugo Carabelli
1,Nerman Fatic,Jeremy Jahn
1,Nerman Fatic,Vit Kopriva
1,Nerman Fatic,Sadio Doumbia
1,Nerman Fatic,Giulio Zeppieri
1,Nerman Fatic,Renzo Olivo
1,Nerman Fatic,Zizou Bergs
1,Nerman Fatic,Andriej Kapas
1,Nerman Fatic,Francesco Forti
1,Nerman Fatic,Jelle Sels
1,Nerman Fatic,Timofey Skatov
1,Nerman Fatic,Riccardo Bonadio
1,Nerman Fatic,Jonas Forejtek
1,Nerman Fatic,Dimitar Kuzmanov
1,Antun Vidak,Blaz Rola
1,Mario Matejcek,Matthew Dellavedova
1,Mario Matejcek,Greg Jones
1,Mario Matejcek,Daniel Nolan
1,Rafal Teurer,Andreas Siljestrom
1,Rafal Teurer,Adrian Andrzejczuk
1,Lucas Gerch,Tallon Griekspoor
1,Lucas Gerch,Francesco Forti
1,Lucas Gerch,Jc Aragone
1,Lucas Gerch,Timofey Skatov
1,Lucas Gerch,Martin Klizan
1,Lucas Gerch,Andrea Arnaboldi
1,Lucas Gerch,Roberto Quiroz
1,Lucas Gerch,Sasi Kumar Mukund
1,Lucas Gerch,Pedja Krstin
1,Lucas Gerch,Luke Saville
1,Lucas Gerch,Andrew Harris
1,Lucas Gerch,Prajnesh Gunneswaran
1,Lucas Gerch,Emilio Gomez
1,Lucas Gerch,Johan Nikles
1,Lucas Gerch,David Poljak
1,Pawel Zawisza,Dominik Kellovsky
1,Gergely Madarasz,Ryan Shane
1,Rodrigo Castro Aravena,Jorge Montero
1,Kevin Jack Carpenter,Frances Tiafoe
1,Kevin Jack Carpenter,Facundo Mena
1,Jorge Enrique Gonzalez Aramburu,Austin Krajicek
1,Eduardo Nava,Nathaniel Lammons
1,Eduardo Nava,Pierre Hugues Herbert
1,Eduardo Nava,Thiago Monteiro
3,Ernesto Escobedo,Kevin King
3,Ernesto Escobedo,Christopher Eubanks
1,Pablo Landa Catan,Juan Lizariturry
1,Pablo Landa Catan,Jared Hiltzik
1,Chun Hun Wong,Hady Habib
1,Chun Hun Wong,Benjamin Hassan
1,Hei Yin Andrew Li,Nam Hoang Ly
1,Colin Sinclair,Brandon Holt
1,Colin Sinclair,Yosuke Watanuki
1,Colin Sinclair,Enrique Lopez Perez
1,Colin Sinclair,John Mcnally
1,Colin Sinclair,Mikael Ymer
1,Colin Sinclair,Harry Bourchier
1,Colin Sinclair,Harold Mayot
1,Colin Sinclair,Vasko Mladenov
1,Colin Sinclair,Agustin Velotti
1,Colin Sinclair,Alexander Erler
1,Colin Sinclair,Sadio Doumbia
1,Colin Sinclair,Aleksandar Vukic
1,Colin Sinclair,Thai Son Kwiatkowski
1,Colin Sinclair,Michail Pervolarakis
1,Colin Sinclair,Fajing Sun
1,Colin Sinclair,Yoshihito Nishioka
1,Colin Sinclair,Vasek Pospisil
1,Lawrence Bataljin,Thomas Fancutt
1,Lawrence Bataljin,Maverick Banes
1,Lawrence Bataljin,Aleksandar Vukic
1,Lawrence Bataljin,Bradley Mousley
1,Lawrence Bataljin,Tomislav Edward Papac
1,Lawrence Bataljin,Dayne Kelly
1,Lawrence Bataljin,Brydan Klein
1,Lawrence Bataljin,Scott Puodziunas
1,Daniel Nolan,Gerald Melzer
1,Daniel Nolan,Jacob Grills
1,Daniel Nolan,Tsung Hua Yang
1,Daniel Nolan,Marc Polmans
1,Daniel Nolan,Evgeny Donskoy
1,Daniel Nolan,John Patrick Smith
1,Daniel Nolan,Konstantinos Economidis
1,Daniel Nolan,Calum Puttergill
1,Daniel Nolan,Lucas Miedler
1,Darren K Polkinghorne,Matthew Barton
1,Darren K Polkinghorne,Daniel Masur
1,Darren K Polkinghorne,James Frawley
1,Darren K Polkinghorne,Maverick Banes
1,Darren K Polkinghorne,Greg Jones
1,Yuya Ito,Yuichi Sugita
1,Santiago Maresca,Bastian Malla
1,Santiago Maresca,Mauricio Echazu
1,Santiago Maresca,Simone Bolelli
1,Santiago Maresca,Blaz Rola
1,Vullnet Tashi,Peter Bothwell
1,Vullnet Tashi,Mircea Alexandru Jecan
1,Korey Lovett,Razvan Baiant
1,Kazuma Kawachi,Ryota Tanuma
1,Kazuma Kawachi,Yuuya Kibi
1,Kazuma Kawachi,Sho Shimabukuro
1,Kazuma Kawachi,Yasunori Hashikawa
4,Pedro Martinez,Roberto Carballes Baena
1,Taha Tifnouti,Andrey Rublev
1,Taha Tifnouti,Taro Daniel
1,Taha Tifnouti,Omar Salman
1,Taha Tifnouti,Maxime Janvier
1,Mohamed Nazim Makhlouf,Andres Molteni
1,Federico Nicolas Bertucci,Tiago Lopes
1,Tomas Papik,Sergey Fomin
1,Tomas Papik,Martin Blasko
1,Tomas Papik,Yann Marti
1,Tomas Papik,Dmitry Popko
1,Tomas Papik,Nigmat Shofayziev
1,Tomas Papik,Edoardo Eremin
1,Tomas Papik,Nicolas Barrientos
1,Tomas Papik,Denys Molchanov
3,Sebastian Ofner,Maximilian Marterer
3,Sebastian Ofner,Simone Bolelli
1,Filipp Kekercheni,Attila Balazs
1,Filipp Kekercheni,Petr Michnev
1,Filipp Kekercheni,Blaz Rola
1,Filipp Kekercheni,Christopher O'Connell
2,Sarp Agabigun,Matteo Viola
1,Franco Feitt,Esteban Bruna
1,Franco Feitt,Fernando Romboli
1,Franco Feitt,Andres Molteni
1,Evaldo Neto,Ruben Gonzales
2,Sasi Kumar Mukund,Genaro Alberto Olivieri
2,Sasi Kumar Mukund,Harri Heliovaara
2,Sasi Kumar Mukund,Tung Lin Wu
2,Sasi Kumar Mukund,Cem Ilkel
2,Sasi Kumar Mukund,Altug Celikbilek
2,Sasi Kumar Mukund,Roberto Ortega Olmedo
2,Sasi Kumar Mukund,James Duckworth
2,Sasi Kumar Mukund,Mathias Bourgue
1,Suraj Beniwal,Vishnu Vardhan
1,Vaughn Hunter,Marc Andrea Huesler
1,Vaughn Hunter,Lucas Miedler
1,Vaughn Hunter,Tristan Lamasine
1,Johann Willems,Lucas Gerch
1,Johann Willems,David Pichler
3,Alexandre Muller,Bernabe Zapata Miralles
6,Reilly Opelka,Taylor Fritz
1,Juan Montes,Franco Emanuel Egea
1,Juan Montes,Felipe Mantilla
1,Juan Montes,Jose Fernando Carvajal Torres
1,Juan Montes,Jorge Brian Panta Herreros
1,Juan Montes,Sergio Galdos
1,Juan Montes,Gonzalo Escobar
1,George Hime,Fabricio Neis
1,Nicholas Horton,Ernesto Escobedo
1,David Warren,Carlos Berlocq
1,Felipe Cunha Silva,David Vega Hernandez
1,Vitalii Shcherba,Oleksandra Piskun
1,Vitalii Shcherba,Frank Dancevic
1,Vitalii Shcherba,Sergey Betov
1,Remi Boutillier,Corentin Moutet
1,Remi Boutillier,Frederik Nielsen
1,Remi Boutillier,Mikael Ymer
1,Remi Boutillier,Adam Pavlasek
1,Remi Boutillier,Federico Gaio
1,Remi Boutillier,Jonny Omara
1,Remi Boutillier,Filip Krajinovic
1,Remi Boutillier,Antoine Escoffier
1,Remi Boutillier,Mitchell Krueger
1,Remi Boutillier,Tristan Lamasine
1,Remi Boutillier,Franko Skugor
1,Remi Boutillier,Zhe Li
1,Remi Boutillier,Viktor Galovic
1,Remi Boutillier,Tim Puetz
1,Remi Boutillier,Sergiy Stakhovsky
1,Remi Boutillier,Hugo Nys
1,Remi Boutillier,Ante Pavic
1,Remi Boutillier,Kenny De Schepper
1,Remi Boutillier,Ruben Bemelmans
1,Arthur Surreaux,Juan Pablo Canas Garcia
1,Arthur Surreaux,Alex Molcan
1,Arthur Surreaux,David O'Hare
1,Arthur Surreaux,Kamil Majchrzak
1,Artur Shakhnubaryan,Evgeny Karlovskiy
1,Jack Findel Hawkins,Taylor Fritz
1,Jack Findel Hawkins,Matt Reid
1,Luis Valero,Naoki Nakagawa
1,Luis Valero,Manuel Sanchez
1,Luis Valero,Joe Salisbury
1,Luis Valero,Liam Broady
1,Luis Valero,Oscar Jose Gutierrez
1,Luis Valero,Federico Coria
1,Luis Valero,Roberto Cid
1,Luis Valero,Felipe Mantilla
3,Ilya Ivashka,Denis Shapovalov
3,Ilya Ivashka,Hubert Hurkacz
3,Ilya Ivashka,Jiri Vesely
3,Ilya Ivashka,Egor Gerasimov
3,Ilya Ivashka,Marius Copil
1,Daniel Windahl,Teymuraz Gabashvili
1,Daniel Windahl,Jurgen Zopp
1,Daniel Windahl,Konstantin Kravchuk
1,Brandon Walkin,Max Purcell
1,Brandon Walkin,Marco Trungelliti
1,Brandon Walkin,Jacob Grills
1,Brandon Walkin,Blake Mott
1,Brandon Walkin,James Frawley
1,Brandon Walkin,Jan Lennard Struff
1,Dominik Kellovsky,Elliot Benchetrit
1,Dominik Kellovsky,Petr Michnev
1,Dominik Kellovsky,Gibril Diarra
1,Dominik Kellovsky,Zdenek Kolar
1,Dominik Kellovsky,Nathan Ponwith
1,Dominik Kellovsky,Jaroslav Pospisil
1,Dominik Kellovsky,Bogdan Bobrov
1,Dominik Kellovsky,Roberto Carballes Baena
1,Dominik Kellovsky,Pavel Nejedly
1,Dominik Kellovsky,Inigo Cervantes Huegun
1,Dominik Kellovsky,Joao Domingues
1,Dominik Kellovsky,Arthur De Greef
1,Dominik Kellovsky,Andriej Kapas
1,Dominik Kellovsky,Andrej Martin
1,Dominik Kellovsky,Joao Pedro Sorgi
1,Dominik Kellovsky,Salvatore Caruso
1,Dominik Kellovsky,Jurgen Zopp
1,Dominik Kellovsky,Riccardo Bellotti
1,Dominik Kellovsky,Marc Sieber
1,Jose Antonio Rodriguez Rodriguez,Jose Olivares
1,Jose Antonio Rodriguez Rodriguez,Alejandro Mendoza
1,Jose Antonio Rodriguez Rodriguez,James Ward
1,Jose Antonio Rodriguez Rodriguez,Lucas Gomez
1,Jose Antonio Rodriguez Rodriguez,Antonio Ruiz Rosales
1,Jose Antonio Rodriguez Rodriguez,Mauricio Echazu
1,Jose Antonio Rodriguez Rodriguez,Roberto Cid
1,Jose Antonio Rodriguez Rodriguez,Emilio Gomez
1,Jose Antonio Rodriguez Rodriguez,Gonzalo Escobar
1,Anvit Bendre,Manish Sureshkumar
1,Anvit Bendre,Luca Margaroli
1,Anvit Bendre,N Vijay Sundar Prashanth
1,Anvit Bendre,Shalva Dzhanashia
1,Ji Hoon Son,Max Purcell
1,Ji Hoon Son,Luke Saville
1,Ji Hoon Son,Bradley Mousley
1,Ji Hoon Son,Yan Bai
1,Ji Hoon Son,Jordan Thompson
1,Ji Hoon Son,Daniel Nguyen
1,Ji Hoon Son,Ji Sung Nam
1,Shahar Elbaz,Alessandro Bega
1,Kirill Saplin,Vlad Victor Cornea
1,Kirill Saplin,Alexander Vasilenko
1,Miguel Semmler,Andreas Haider Maurer
1,Miguel Semmler,Federico Delbonis
1,Miguel Semmler,Matteo Donati
1,Miguel Semmler,Mario Vilella Martinez
1,Miguel Semmler,Alessandro Giannessi
1,Miguel Semmler,Andrea Arnaboldi
1,Andrea Grazioso,Neal Skupski
2,Matias Zukas,Camilo Ugo Carabelli
1,Samuel Shropshire,Jan Choinski
1,Samuel Shropshire,Laurent Rochette
1,Mert Naci Turker,Michael Vrbensky
1,Mert Naci Turker,Alexander Bublik
1,Mert Naci Turker,Robin Kern
1,Mert Naci Turker,Kevin Griekspoor
1,Mert Naci Turker,Marsel Ilhan
1,Mert Naci Turker,Tak Khunn Wang
1,Tomislav Draganja,Yshai Oliel
1,Tomislav Draganja,Patricio Heras
1,Tomislav Draganja,Maverick Banes
1,Tomislav Draganja,David Guez
1,Diogo Lourenco,Gabor Borsos
1,Diogo Lourenco,Samuel Ribeiro Navarrete
1,Mikhail Korovin,Luca Margaroli
1,Adam Moundir,Carlos Berlocq
1,Adam Moundir,Tobias Simon
1,Adam Moundir,Ricardas Berankis
1,Ren Nakamura,Blake Ellis
1,Ren Nakamura,Soichiro Moritani
1,Ren Nakamura,Lucas Catarina
1,Ren Nakamura,Shinji Hazawa
1,Ren Nakamura,Yuta Kawahashi
1,Yannai Barkai,Richard Gabb
2,Jelle Sels,Daniel Masur
2,Jelle Sels,Pedro Sousa
2,Jelle Sels,Thai Son Kwiatkowski
1,Niels Lootsma,Aleksandre Metreveli
1,Niels Lootsma,Aljaz Bedene
1,Niels Lootsma,Farrukh Dustov
1,Niels Lootsma,Jeremy Jahn
1,Niels Lootsma,Constant Lestienne
1,Ho Gi Kang,Max Purcell
1,Ho Gi Kang,Yuichi Sugita
1,Ho Gi Kang,Takuto Niki
1,Jaume Pla Malfeito,Fabien Reboul
1,Jaume Pla Malfeito,Markus Eriksson
1,Jaume Pla Malfeito,Bernabe Zapata Miralles
1,Jaume Pla Malfeito,Ruben Bemelmans
1,Jaume Pla Malfeito,Filippo Baldi
1,Jaume Pla Malfeito,Marco Trungelliti
1,Jaume Pla Malfeito,Enzo Couacaud
1,Jaume Pla Malfeito,Dragos Dima
1,Michael Grant Gd13,Julien Dubail
1,Francesco Moncagatto,Gianluca Di Nicola
1,Omar Salman,Elliot Benchetrit
1,Omar Salman,Mohamed Safwat
1,Omar Salman,Ergi Kirkin
1,Omar Salman,Cedrik Marcel Stebe
1,Omar Salman,Piotr Lomacki
1,Omar Salman,Kevin Krawietz
1,Omar Salman,Andriej Kapas
1,Omar Salman,James Mcgee
1,Omar Salman,Lamine Ouahab
1,Omar Salman,Alexander Zhurbin
1,Omar Salman,Ruben Ramirez Hidalgo
1,Dennis Uspensky,Andrew Carter
1,Dennis Uspensky,Herkko Pollanen
1,Dennis Uspensky,Dragos Constantin Ignat
1,Dennis Uspensky,Liam Broady
5,Andrey Rublev,Daniil Medvedev
5,Andrey Rublev,Alexander Zverev
1,Cameron Silverman,Alex Rybakov
1,Collin Johns,Adrien Bossel
1,Collin Johns,Blaz Rola
1,Collin Johns,Tomas Lipovsek Puches
1,Michal Bisko,Jurij Rodionov
1,Michal Bisko,Hubert Hurkacz
1,Alexander Day,Ricardo Rodriguez
1,Alexander Day,Marc Polmans
1,Nicolae Frunza,Alexander Shevchenko
1,Nicolae Frunza,Ugo Nastasi
1,Nicolae Frunza,Daniele Capecchi
1,Nicolae Frunza,Jonas Luetjen
1,Nicolae Frunza,Pedro Martinez
2,Ryan Peniston,Akira Santillan
1,Michael Geerts,Pavel Kotov
1,Michael Geerts,Riccardo Balzerani
1,Michael Geerts,Antoine Escoffier
1,Michael Geerts,Nikolas Sanchez Izquierdo
1,Michael Geerts,Nino Serdarusic
1,Michael Geerts,Lloyd Glasspool
1,Michael Geerts,Timofey Skatov
1,Michael Geerts,Tallon Griekspoor
1,Michael Geerts,Ruben Bemelmans
1,Michael Geerts,Mats Rosenkranz
1,Michael Geerts,Cem Ilkel
1,Michael Geerts,Salvatore Caruso
1,Michael Geerts,Carlos Sanchez Jover
1,Michael Geerts,Alex Rybakov
1,Michael Geerts,Bjorn Fratangelo
1,Michael Geerts,Genaro Alberto Olivieri
1,Michael Geerts,Alexey Vatutin
1,Michael Geerts,Arthur Rinderknech
1,Michael Geerts,Mikael Torpegaard
1,Michael Geerts,Sekou Bangoura
1,Michael Geerts,Franco Agamenone
1,Michael Geerts,Teymuraz Gabashvili
1,Julian Cash,Marcelo Arevalo
1,Julian Cash,Edward Corrie
1,Edoardo Tessaro,Bjorn Fratangelo
1,Joran Vliegen,Sadio Doumbia
1,Joran Vliegen,Pol Toledo Bague
1,Goran Markovic,George Botezan
