max_lost,loser_name,nemesis
1,Keira Jirasook,Misa Malkin
1,Keira Jirasook,Steffi Carruthers
1,Keira Jirasook,Holly Verner
1,Keira Jirasook,Se Hyun Kim
1,Keira Jirasook,Jia Qi Kang
1,Keira Jirasook,Ambre Feder
1,Keira Jirasook,Sybille Gauvain
1,Keira Jirasook,Punnin Kovapitukted
1,Keira Jirasook,Anne Sophie Morandais
1,Keira Jirasook,Shatoo Mohamad
1,Keira Jirasook,Kylie Mckenzie
1,Keira Jirasook,Ariana Arseneault
1,Keira Jirasook,Sophia Whittle
1,Keira Jirasook,Robin Montgomery
1,Keira Jirasook,Diana Demidova
1,Keira Jirasook,Saumya Vig
1,Margriet Timmermans,Elena Teodora Cadar
1,Margriet Timmermans,Katarzyna Pitak
1,Margriet Timmermans,Amber Washington
1,Margriet Timmermans,Weronika Falkowska
1,Olivia Elliott,Amber Washington
2,Nour Gueblaoui,Noesjka Brink
2,Nour Gueblaoui,Pauline Courcoux
1,Maria Santos,Noelia Zeballos
1,Maria Santos,Maria Martinez Vaquero
1,Maria Santos,Marie Villet
1,Maria Santos,Jenny Duerst
1,Maria Santos,Klara Hajkova
1,Maria Santos,Katie Volynets
1,Maria Santos,Justina Mikulskyte
1,Emily Meyer,Marta Lesniak
1,Emily Meyer,Nina Stojanovic
1,Emily Meyer,Sinja Kraus
1,Emily Meyer,Manca Pislak
1,Emily Meyer,Diana Chehoudi
1,Emily Meyer,Mariia Bergen
1,Emily Meyer,Karolayne Alexandre Da Rosa
1,Emily Meyer,Gabriela Nicole Tatarus
1,Mara Cristiana Pop,Anhzelika Isaeva
1,Mara Cristiana Pop,Ilay Yoruk
2,Alina Charaeva,Anastasia Zakharova
2,Alina Charaeva,Alice Rame
2,Alina Charaeva,Rosa Vicens Mas
2,Oksana Selekhmeteva,Mayar Sherif
1,Sandy Callios,Akgul Amanmuradova
1,Sandy Callios,Manca Pislak
1,Sandy Callios,Ioana Loredana Rosca
1,Elin Vilen,Klara Hajkova
1,Elin Vilen,Julita Saner
1,Elin Vilen,Anna Iakovleva
1,Elin Vilen,Maria Petrovic
2,Fanny Norin,Julita Saner
2,Jennifer Ruggeri,Fernanda Labrana
1,Ioanna Tsadari,Shatoo Mohamad
1,Ioanna Tsadari,Elene Mchedlidze
1,Ioanna Tsadari,Anna Arkadianou
1,Ioanna Tsadari,Sara Gvozdenovic
1,Solymar Colling,Mao Mushika
1,Solymar Colling,Raphaelle Lacasse
1,Solymar Colling,Melany Solange Krywoj
1,Solymar Colling,Maya Pitts
1,Solymar Colling,Mccartney Kessler
1,Solymar Colling,Katrina Scott
1,Solymar Colling,Jamie Loeb
1,Solymar Colling,Thai Sa Grana Pedretti
1,Solymar Colling,Anastasiya Rychagova
1,Solymar Colling,Fernanda Contreras Gomez
1,Solymar Colling,Elizabeth Mandlik
1,Solymar Colling,Eliessa Vanlangendonck
1,Solymar Colling,Dalayna Hewitt
1,Solymar Colling,Nicole Nadel
1,Chiara Di Genova,Sofia Luini
1,Chiara Di Genova,Jamilah Snells
1,Chiara Di Genova,Alice Garcia
1,Chiara Di Genova,Jazmin Ortenzi
1,Ximena Pacheco,Angela Bonilla
1,Ximena Pacheco,Chiara Di Genova
1,Audrey Ann Blakely,Catherine Harrison
1,Audrey Ann Blakely,Steffi Carruthers
1,Audrey Ann Blakely,Maxi Duncan
1,Audrey Ann Blakely,Melisa Morales
1,Audrey Ann Blakely,Maria Paulina Perez Garcia
1,Audrey Ann Blakely,Kylie Collins
1,Audrey Ann Blakely,Elvina Kalieva
1,Audrey Ann Blakely,Katsiaryna Skachkova
1,Audrey Ann Blakely,Alice Gillan
1,Audrey Ann Blakely,Giorgie Jones
1,Audrey Ann Blakely,Roosh Wijesundera
1,Audrey Ann Blakely,Nina Stadler
1,Audrey Ann Blakely,Catherine Leduc
1,Audrey Ann Blakely,Andie K Daniell
1,Ana Paula Martinez Mora,Andrea Gamiz
1,Ana Paula Martinez Mora,Brenda Sarahi Baez
1,Maria Fernanda Carvajal Altamirano,Charlotte Chavatipon
1,Maria Fernanda Carvajal Altamirano,Reka Luca Jani
1,Berenice Castillo Huerta,Dianela Rodriguez
1,Dianela Rodriguez,Maria Fernanda Carvajal Altamirano
2,Dasha Kourkina,Maria Jose Portillo Ramirez
1,Emma Jackson,Peyton Stearns
1,Emma Jackson,Caty Mcnally
1,Reilly Tran,Olivia Tjandramulia
1,Reilly Tran,Dalma Galfi
1,Bianca Lia Antican Gonzalez,Camila Giangreco Campiz
1,Bianca Lia Antican Gonzalez,Tatiana Terwindt
1,Bianca Lia Antican Gonzalez,Maria Lourdes Carle
1,Laura Ximena Matamoros Galeano,Ana Maria Gomez
1,Laura Ximena Matamoros Galeano,Daniela Carrillo
1,Mariana Caicedo Mora,Nadia Echeverria Alam
1,Juliana Catalina Madrid Torres,Laura Sofia Ruiz Ramirez
1,Juliana Catalina Madrid Torres,Akilah James
1,Juliana Catalina Madrid Torres,Diana Maria Mihail
1,Juliana Catalina Madrid Torres,Jessica Plazas
1,Salome Sierra,Raphaelle Lacasse
1,Salome Sierra,Mariana Jimenez Bustillo
1,Isabella Bolivar Garces,Angie Carolina Yepes Medina
1,Isabella Bolivar Garces,Raphaelle Lacasse
1,Isabella Bolivar Garces,Antonia Samudio
1,Liz Melanie Aristizabal Londono,Arantxa Sanchez
1,Liz Melanie Aristizabal Londono,Mariana Carvajal
1,Liz Melanie Aristizabal Londono,Laetitia Pulchartova
1,Maria Juliana Parra Romero,Nika Kukharchuk
1,Maria Juliana Parra Romero,Polina Leykina
1,Maria Juliana Parra Romero,Allura Zamarripa
1,Maria Juliana Parra Romero,Conny Perrin
1,Maria Juliana Parra Romero,Maria Paulina Perez Garcia
1,Maria Juliana Parra Romero,Carlota Martinez Cirez
1,Maria Juliana Parra Romero,Gabriela Macias
1,Maria Juliana Parra Romero,Jazmin Ortenzi
1,Ariadna Briones Ginesta,Nora Ayala Serra
1,Ariadna Briones Ginesta,Helene Pellicano
1,Ariadna Briones Ginesta,Lucia Cortez Llorca
1,Ariadna Briones Ginesta,Jenifer Anger
1,Ariadna Briones Ginesta,Celia Cervino Ruiz
1,Ariadna Briones Ginesta,Lidia Moreno Arias
3,Shatoo Mohamad,Zoe Gwen Scandalis
1,Aliona Falei,Teliana Pereira
1,Aliona Falei,Hina Inoue
1,Aliona Falei,Ekaterina Shalimova
1,Aliona Falei,Olga Ianchuk
1,Aliona Falei,Moyuka Uchijima
1,Aliona Falei,Daniela Vismane
1,Aliona Falei,Marina Melnikova
2,Doroteja Joksovic,Anna Siskova
1,Linda Alessi,Laura Schaeder
1,Lea Jurkovic,Maria Titova
1,Lea Jurkovic,Andrina Peer
1,Lea Jurkovic,Leolia Jeanjean
1,Lea Jurkovic,Oana Gavrila
1,Alice Volpe,Sophie Walzl
1,Alice Volpe,Federica Prati
1,Alice Volpe,Elena Jamshidi
1,Alice Volpe,Malene Helgo
1,Alice Volpe,Sara Gambogi
1,Anna Sturmigh,Nuria Brancaccio
1,Anna Sturmigh,Anastasia Piangerelli
1,Anna Sturmigh,Anika Jaskova
1,Allura Zamarripa,Grace Min
1,Allura Zamarripa,Ellie Halbauer
1,Allura Zamarripa,Gabriella Price
1,Allura Zamarripa,Hayley Carter
1,Allura Zamarripa,Bianca Turati
1,Allura Zamarripa,Maribella Zamarripa
1,Allura Zamarripa,Tori Kinard
1,Allura Zamarripa,Irene Burillo Escorihuela
1,Allura Zamarripa,Victoria Hu
1,Allura Zamarripa,Yuliana Lizarazo
1,Allura Zamarripa,Emiliana Arango
1,Allura Zamarripa,Beatriz Haddad Maia
1,Allura Zamarripa,Tessah Andrianjafitrimo
1,Allura Zamarripa,Maria Lourdes Carle
1,Allura Zamarripa,Carson Branstine
1,Maribella Zamarripa,Solymar Colling
1,Maribella Zamarripa,Roosh Wijesundera
1,Maribella Zamarripa,Raphaelle Lacasse
1,Maribella Zamarripa,Anna Siskova
1,Maribella Zamarripa,Jantje Tilbuerger
1,Maribella Zamarripa,Maria Lourdes Carle
1,Maribella Zamarripa,Eleana Yu
1,Maribella Zamarripa,Hanna Chang
1,Maribella Zamarripa,Martha Matoula
1,Maribella Zamarripa,Ingrid Gamarra Martins
1,Maribella Zamarripa,Madison Bourguignon
1,Gabrielle Clairotte,Laetitia Pulchartova
1,Gabrielle Clairotte,Mira Antonitsch
1,Gabrielle Clairotte,Amber Washington
1,Gabrielle Clairotte,Micheline Aubuchon
1,Gabrielle Clairotte,Ruth Copas
1,Gabrielle Clairotte,Sinead Lohan
1,Gabrielle Clairotte,Luna Meers
1,Gabrielle Clairotte,Ksenia Kolesnikova
1,Gabrielle Clairotte,Sandra Samir
2,Mathilde Lollia,Selena Janicijevic
1,Martina Josefina Zarza,Christina Shakovets
1,Martina Josefina Zarza,Paula Corbalan
1,Martina Josefina Zarza,Camila Antonella Neyra
2,Maria Agostina Liccardi Sanudo,Maria Daniela Frascini
1,Evelyn Alessandra Gomez,Chiara Desia Dabarno
2,Chiara Desia Dabarno,Maria Daniela Frascini
1,Audrey Boch Collins,Giuliana Olmos
1,Audrey Boch Collins,Katherine Sebov
1,Anna Santa,Maria Patrascu
1,Kelly Arends,Rochelle Pienaar
1,Kelly Arends,Ekaterina Makarova
1,Kelly Arends,Yuval Keren
2,Maretha Burger,Ekaterina Makarova 1996
1,Annunciata De Souza,Megan Basson
1,Annunciata De Souza,Anastasia Shaulskaya
1,Maialen Morante Oyague,Daria Mironova
1,Maialen Morante Oyague,Bojana Klincov
1,Maialen Morante Oyague,Julia Payola
1,Maialen Morante Oyague,Natalia Orlova
1,Maialen Morante Oyague,Alicia Herrero Linana
2,Alba Rey Garcia,Sapfo Sakellaridi
2,Alba Rey Garcia,Christina Rosca
1,Aina Domingo Bernabeu,Verena Meliss
1,Aina Domingo Bernabeu,Paula Arias Manjon
1,Ariane Monlleo Sanchis,Rosa Vicens Mas
1,Claudia De Las Heras Armenteras,Aubane Droguet
1,Claudia De Las Heras Armenteras,Lucia Cortez Llorca
1,Claudia De Las Heras Armenteras,Adithya Karunaratne
1,Claudia De Las Heras Armenteras,Barbara Gatica
1,Claudia De Las Heras Armenteras,Nahia Berecoechea
1,Silvia Martinez Jimenez,Nuria Brancaccio
1,Silvia Martinez Jimenez,Emma Lella
1,Silvia Martinez Jimenez,Erica Oosterhout
1,Silvia Martinez Jimenez,Joanna Tomera
1,Silvia Martinez Jimenez,Tamara Malesevic
1,Emily Di Giannantonio,Maria Masini
1,Emily Di Giannantonio,Maria Toma
1,Emily Di Giannantonio,Enola Chiesa
1,Emily Di Giannantonio,Angele Devaux
1,Emily Di Giannantonio,Elena Gemovic
1,Emily Di Giannantonio,Cristina Elena Tiglea
2,Elle Christensen,Thai Sa Grana Pedretti
2,Elle Christensen,Kirsten Andrea Weedon
1,Sirinat Niyomsub,Andrea Ka
1,Sirinat Niyomsub,Yinglak Jittakoat
1,Sirinat Niyomsub,Ambre Feder
1,Sirinat Niyomsub,Tamachan Momkoonthod
1,Sirinat Niyomsub,Snehal Mane
1,Sirinat Niyomsub,Ye Xin Ma
1,Sirinat Niyomsub,Mei Xu Wu
1,Mariya Krasakova,Melis Yasar
1,Mariya Krasakova,Anastasia Kulikova
1,Mariya Krasakova,Tamara Barad Itzhaki
1,Mariya Krasakova,Iryna Shymanovich
1,Mariya Krasakova,Angelina Zhuravleva
1,Mariya Krasakova,Shanshan Guo
1,Yuhan Liu,Aldila Sutjiadi
1,Ema Bolebruchova,Nelly Knezkova
1,Ema Bolebruchova,Alina Mukhortova
1,Ema Bolebruchova,Lena Rueffer
1,Ema Bolebruchova,Estelle Cascino
1,Ema Bolebruchova,Noka Juric
1,Ema Bolebruchova,Denisa Hindova
1,Ema Bolebruchova,Anna Klasen
1,Ema Bolebruchova,Tina Cvetkovic
1,Ema Bolebruchova,Kamilla Rakhimova
1,Ema Bolebruchova,Oleksandra Oliynykova
1,Ema Bolebruchova,Jessie Aney
1,Ema Bolebruchova,Iva Zelic
1,Ema Bolebruchova,Katerina Filip
1,Ema Bolebruchova,Nikola Breckova
1,Ema Bolebruchova,Ines Ibbou
1,Ema Bolebruchova,Daria Kuczer
1,Sofia Rocchetti,Diana Marcinkevica
1,Sofia Rocchetti,Sara Gambogi
1,Sofia Rocchetti,Deborah Chiesa
1,Sofia Rocchetti,Ekaterina Yashina
1,Sofia Rocchetti,Sapfo Sakellaridi
1,Sofia Rocchetti,Maria Toma
1,Sofia Rocchetti,Olga Saez Larra
1,Sofia Rocchetti,Irina Dshandshgava
1,Sofia Rocchetti,Ilay Yoruk
1,Sofia Rocchetti,Salma Djoubri
1,Sofia Rocchetti,Caijsa Wilda Hennemann
1,Sofia Rocchetti,Eline Audenaert
1,Sofia Rocchetti,Ivania Martinich
1,Sofia Rocchetti,Noel Saidenova
1,Sofia Rocchetti,Sandra Samir
1,Sofia Rocchetti,Lia Karatancheva
1,Sofia Rocchetti,Martina Colmegna
1,Sofia Rocchetti,Carla Touly
1,Sofia Rocchetti,Susan Bandecchi
1,Sofia Rocchetti,Martina Biagianti
1,Sofia Rocchetti,Federica Arcidiacono
1,Sanjana Aiereddy,Sravya Shivani Chilakalapudi
1,Sanjana Aiereddy,Maria Patrascu
1,Alessandra Simone,Yvonne Neuwirth
1,Alessandra Simone,Pia Lovric
1,Alessandra Simone,Martina Colmegna
1,Alessandra Simone,Miharu Imanishi
1,Alessandra Simone,Lara Panfilov
1,Alessandra Simone,Dasha Ivanova
1,Alessandra Simone,Tess Sugnaux
1,Alessandra Simone,Leyre Romero Gormaz
1,Alessandra Simone,Emma Lene
1,Alessandra Simone,Federica Di Sarra
1,Alessandra Simone,Sravya Shivani Chilakalapudi
1,Alessandra Simone,Viktoriia Kalinina
1,Alessandra Simone,Sara Gambogi
1,Alessandra Simone,Emmanuelle Girard
1,Alessandra Simone,Ziva Falkner
1,Alessandra Simone,Anna Turati
1,Alessandra Simone,Chiraz Bechri
1,Alessandra Simone,Bhuvana Kalva
1,Alessandra Simone,Kelia Le Bihan
1,Alessandra Simone,Maria Vittoria Viviani
1,Alessandra Simone,Fanny Ostlund
1,Alessandra Simone,Nefisa Berberovic
1,Lucie Nguyen Tan,Petra Marcinko
1,Lucie Nguyen Tan,Emma Davis
1,Lucie Nguyen Tan,Michele Alexandra Zmau
1,Lucie Nguyen Tan,Tereza Smitkova
1,Lucie Nguyen Tan,Aubane Droguet
1,Lucie Nguyen Tan,Riya Bhatia
1,Lucie Nguyen Tan,Anna Morgina
1,Lucie Nguyen Tan,Dorka Drahota Szabo
1,Lucie Nguyen Tan,Andreea Amalia Rosca
1,Lucie Nguyen Tan,Melanie Klaffner
1,Lucie Nguyen Tan,Yeon Woo Ku
1,Lucie Nguyen Tan,Yuriko Miyazaki
1,Lucie Nguyen Tan,Alexandra Eala
1,Lucie Nguyen Tan,Audrey Albie
1,Lucie Nguyen Tan,Jessica Bouzas Maneiro
1,Lucie Nguyen Tan,Angela Fita Boluda
1,Lucie Nguyen Tan,Elsa Jacquemot
1,Lucie Nguyen Tan,Justina Mikulskyte
1,Lucie Nguyen Tan,Selena Janicijevic
1,Lucie Nguyen Tan,Mei Yamaguchi
1,Lucie Nguyen Tan,Xenia Lipiec
1,Lucie Nguyen Tan,Margot Yerolymos
1,Lucie Nguyen Tan,Priska Madelyn Nugroho
1,Lucie Nguyen Tan,Maria Gutierrez Carrasco
2,Beatrice Ricci,Jenna Defalco
2,Beatrice Ricci,Nicole Fossa Huergo
1,Lygia Christodoulou,Asia Serafini
1,Lygia Christodoulou,Lamis Alhussein Abdel Aziz
1,Asia Serafini,Chiara Girelli
1,Asia Serafini,Cristina Ene
1,Chiara Girelli,Yvonna Zuffova
1,Chiara Girelli,Anastasia Piangerelli
1,Chiara Girelli,Adriana Rajkovic
1,Chiara Girelli,Jantje Tilbuerger
1,Chiara Girelli,Ekaterina Ovcharenko
1,Chiara Girelli,Bojana Klincov
1,Chiara Girelli,Marie Temin
1,Chiara Girelli,Sofia Milatova
1,Chiara Girelli,Lisa Ponomar
1,Chiara Girelli,Elena Jamshidi
1,Chiara Girelli,Anhzelika Isaeva
1,Chiara Girelli,Ivana Sebestova
1,Chiara Girelli,Anna Turati
1,Chiara Girelli,Demi Tran
1,Chiara Girelli,Helene Scholsen
1,Chiara Girelli,Jamilah Snells
1,Chiara Girelli,Ena Kajevic
1,Chiara Girelli,Sara Lanca
1,Chiara Girelli,Giulia Crescenzi
1,Chiara Girelli,Kathinka Von Deichmann
2,Merna Refaat,Tina Nadine Smith
2,Merna Refaat,Dona Abo Habaga
2,Merna Refaat,Sandra Samir
2,Yasmin Ezzat,Oana Gavrila
2,Yasmin Ezzat,Amelia Bissett
1,Paige Wise,Gabriella Mujan
2,Marne Dercksen,Joanne Zuger
2,Tamsin Hart,Kelia Le Bihan
1,Jessica Marmorstein,Mary Closs
1,Jessica Marmorstein,Alice Gillan
1,Jessica Marmorstein,Clara Vlasselaer
1,Jessica Marmorstein,Ana Maria Andreea Ileana
1,Jessica Marmorstein,Maribella Zamarripa
1,Mbali Langa,Alexandra Riley
1,Mbali Langa,Emily Seibold
1,Mbali Langa,Martyna Kubka
1,Mbali Langa,Lisa Maria Moser
1,Mbali Langa,Stephanie Kent
1,Ashley Chang,Cherry Kim
1,Ashley Chang,Mei Yamaguchi
1,Ashley Chang,Carole Monnet
1,Utaka Kishigami,Emily Fanning
1,Utaka Kishigami,Alicia Smith
1,Utaka Kishigami,Emma Davis
1,Utaka Kishigami,Ayumi Koshiishi
1,Utaka Kishigami,Malaika Rapolu
1,Utaka Kishigami,Tiffany William
1,Utaka Kishigami,Mai Kandori
1,Utaka Kishigami,Ingrid Gamarra Martins
1,Utaka Kishigami,Hiromi Abe
1,Utaka Kishigami,Thai Sa Grana Pedretti
1,Utaka Kishigami,Lian Tran
1,Utaka Kishigami,Eri Shimizu
1,Utaka Kishigami,Yeong Won Jeong
1,Utaka Kishigami,Ramu Ueda
1,Utaka Kishigami,Magdalena Stoilkovska
1,Utaka Kishigami,Momoko Kobori
1,Utaka Kishigami,Verena Meliss
1,Utaka Kishigami,Taylor Ng
1,Aleksandra Stromova,Teresia Londol
2,Juliette Loliee,Yana Morderger
1,Giorgia Pigato,Linnea Malmqvist
1,Marie Lou Faoro,Helena Mohamed
1,Marie Lou Faoro,Anna Baranovski
1,Marie Lou Faoro,Magdalena Stoilkovska
1,Marie Lou Faoro,Mariia Bergen
1,Marie Lou Faoro,Maria Masini
1,Marie Lou Faoro,Adelina Krueger
1,Marie Lou Faoro,Ayline Esina Samardzic
1,Marie Lou Faoro,Julia Konishi Camargo Silva
1,Marie Lou Faoro,Noelly Longi Nsimba
1,Marie Lou Faoro,Diana Martynov
2,Amandine Monnot,Helene Pellicano
1,Lana Brezanin,Julia Payola
1,Emanuela Mancuso,Arina Atyushova
1,Emanuela Mancuso,Miriana Tona
1,Emanuela Mancuso,Carola Cavelli
1,Erika Batista Dodridge,Veronica Napolitano
1,Martina Forcisi,Veronika Erjavec
1,Martina Forcisi,Ekaterina Ovcharenko
1,Martina Forcisi,Andreina Pino
1,Sariaka Veronika Rachelle Radilofe,Tiffany William
1,Sariaka Veronika Rachelle Radilofe,Merel Hoedt
1,Sariaka Veronika Rachelle Radilofe,Mayar Sherif
1,Sariaka Veronika Rachelle Radilofe,Anna Ukolova
1,Sariaka Veronika Rachelle Radilofe,Fiona Codino
1,Sariaka Veronika Rachelle Radilofe,Ho Ching Wu
1,Mariya Pyrozhenko,Palina Saulevich
1,Mariya Pyrozhenko,Mia Mack
1,Mariya Pyrozhenko,Pia Brglez
1,Mariya Pyrozhenko,Sophia Desiree Piech
1,Mariya Pyrozhenko,Eszter Meri
1,Mariya Pyrozhenko,Kerstin Peckl
1,Mariya Pyrozhenko,Valeryia Vasilyeva
1,Mariya Pyrozhenko,Anita Sahdiieva
1,Mariya Pyrozhenko,Patricia Boentgen
1,Mariya Pyrozhenko,Beatris Spasova
1,Mariya Pyrozhenko,Amelia Stuart
1,Mariya Pyrozhenko,Beatrice Stagno
1,Mariya Pyrozhenko,Diana Demidova
1,Mariya Pyrozhenko,Karyna Kachur
1,Aisha Niyonkuru,Dan Ni Wang
1,Aisha Niyonkuru,Noa Liauw A Fong
1,Manuella Maria Lisa Nyonda,Saumya Vig
1,Manuella Maria Lisa Nyonda,Judith Muraa
1,Manuella Maria Lisa Nyonda,Katharina Hering
1,Manuella Maria Lisa Nyonda,Aisha Niyonkuru
1,Destinee Martins,Karin Kennel
1,Destinee Martins,Victoria Mikhaylova
1,Destinee Martins,Alina Silich
1,Destinee Martins,Stephanie Judith Visscher
1,Destinee Martins,Mariam Bolkvadze
1,Destinee Martins,Sophia Biolay
1,Destinee Martins,Katharina Hering
1,Destinee Martins,Yekaterina Dmitrichenko
1,Destinee Martins,Karolina Berankova
1,Destinee Martins,Valentina Losciale
2,Jade Bornay,Shalimar Talbi
2,Jade Bornay,Anna Siskova
2,Andre Lukosiute,Marie Villet
1,Adelina Krueger,Julia Kimmelmann
1,Adelina Krueger,Flavie Brugnone
1,Adelina Krueger,Sinead Lohan
1,Adelina Krueger,Myrtille Georges
1,Adelina Krueger,Anna Popescu
1,Adelina Krueger,Adriana Rajkovic
1,Adelina Krueger,Juliane Triebe
1,Adelina Krueger,Diana Krasnova
1,Adelina Krueger,Zoe Billon
1,Adelina Krueger,Valeria Koussenkova
1,Adelina Krueger,Ema Bolebruchova
1,Adelina Krueger,Lisa Matviyenko
1,Adelina Krueger,Joanna Garland
1,Adelina Krueger,Lidia Moreno Arias
1,Adelina Krueger,Nikola Breckova
1,Adelina Krueger,Anna Klasen
1,Adelina Krueger,Svenja Ochsner
1,Adelina Krueger,Laura Svatikova
1,Adelina Krueger,Lucie Petruzelova
1,Adelina Krueger,Anastasia Shaulskaya
1,Adelina Krueger,Axana Mareen
1,Adelina Krueger,Almudena Sanz Llaneza Fernandez
1,Adelina Krueger,Lea Tholey
1,Iva Zelic,Despina Papamichail
1,Iva Zelic,Antonia Ruzic
1,Iva Zelic,Vinciane Remy
1,Iva Zelic,Joanna Garland
1,Iva Zelic,Elena Milovanovic
1,Iva Zelic,Aneta Laboutkova
1,Iva Zelic,Corina Mader
1,Maria Jose Martinez Sandoval,Antonia Samudio
2,Antonia Samudio,Noelia Zeballos Melgar
2,Antonia Samudio,Eugenia Ganga
2,Antonia Samudio,Carolina Meligeni Rodrigues Alves
1,Angela Maria Basto Parra,Maria Paulina Perez Garcia
1,Crissdaihanna Echavarria Laverde,Maria Paulina Perez Garcia
1,Minorka Miranda,Daniela Carrillo
1,Susana Alejandra Patino Ramirez,Paula Andrea Perez Garcia
1,Gabriela Giraldo,Valeria Carreno
1,Gabriela Giraldo,Angie Carolina Yepes Medina
1,Gabriela Giraldo,Maria Juliana Parra Romero
1,Gabriela Giraldo,Maria Camila Torres Murcia
1,Payton Andrews,Nadia Echeverria Alam
1,Payton Andrews,Seira Shimizu
1,Payton Andrews,Andie K Daniell
1,Payton Andrews,Salma Ewing
1,Payton Andrews,Yu Chen
1,Payton Andrews,Danielle Willson
1,Payton Andrews,Louise Kwong
1,Payton Andrews,Jazmin Ortenzi
1,Payton Andrews,Ana Maria Andreea Ileana
1,Payton Andrews,Ellie Douglas
1,Ava Hrastar,Tori Kinard
1,Ava Hrastar,Andrea Lazaro Garcia
1,Ava Hrastar,Peyton Stearns
1,Savanna Ly Nguyen,Jada Bui
1,Ruth Marsh,Allura Zamarripa
2,Katrina Scott,Magdalena Frech
1,Valentina Taddia,Adelina Krueger
1,Valentina Taddia,Giulia Crescenzi
1,Valentina Taddia,Emmanuelle Girard
1,Flaminia Scara,Diana Demidova
1,Flaminia Scara,Nika Radisic
1,Flaminia Scara,Andreea Prisacariu
1,Flaminia Scara,Anastasia Piangerelli
1,Flaminia Scara,Jennifer Ruggeri
1,Flaminia Scara,Roosh Wijesundera
1,Maria Andrienko,Bianca Jolie Fernandez
1,Maria Andrienko,Jessica Failla
1,Maria Andrienko,Sabine Rutlauka
1,Maria Andrienko,Meritxell Perera Ros
1,Aneta Kulhankova,Janika Kusy Alzugaray
1,Aneta Kulhankova,Justyna Malatinska
1,Aneta Kulhankova,Emily Meyer
1,Chiara Gerbino,Nicole Fossa Huergo
1,Kelley Anderson,Zoe Gwen Scandalis
1,Maria Penalver Aguilo,Nuria Brancaccio
1,Emilia Hartman,Polina Bakhmutkina
1,Emilia Hartman,Alisa Axyanova
2,Evita Ramirez,Ivana Sebestova
1,Nikita Liebkind,Magdalena Stoilkovska
1,Nikita Liebkind,Ana Lantigua De La Nuez
1,Nikita Liebkind,Maria Fernanda Herazo Gonzalez
1,Nikita Liebkind,Linda Sevcikova
1,Nikita Liebkind,Katie Boulter
2,Margaux Komano,Ferdaous Bahri
2,Margaux Komano,Andre Lukosiute
1,Ksenia Khlynova,Aleksandra Pospelova
1,Ksenia Khlynova,Zinovia Vaneva
1,Ksenia Khlynova,Lara Panfilov
1,Ksenia Khlynova,Evgeniya Levashova
1,Rachele Elisa Zingale,Lisa Ponomar
1,Rachele Elisa Zingale,Fiona Ganz
1,Rachele Elisa Zingale,Eliz Maloney
1,Rachele Elisa Zingale,Marta Garcia Reboredo Montesdeoca
1,Anna Parkhomenko,Justina Mikulskyte
1,Anna Parkhomenko,Anastasiya Komar
1,Anna Parkhomenko,Daniela Vismane
1,Paloma Perez Bota,Enola Chiesa
1,Paloma Perez Bota,Marta Garcia Reboredo Montesdeoca
1,Hanna Axelsson,Haine Ogata
1,Isabelle Popma,Magdalena Stoilkovska
1,Beatriz Neves,Ayline Esina Samardzic
1,Beatriz Neves,Alexa Graham
1,Beatriz Neves,Sana Garakani
1,Beatriz Neves,Warona Mdlulwa
1,Beatriz Neves,Himari Sato
1,Beatriz Neves,Olivia Gram
1,Beatriz Neves,Francisca Jorge
2,Simona Ogescu,Ioana Gaspar
2,Simona Ogescu,Nadine Keller
1,Jonna Schroeder,Celestine Avomo Ella
1,Jonna Schroeder,Alessandra Crump
1,Jonna Schroeder,Jacquline Nylander Altelius
1,Jonna Schroeder,Sara Gvozdenovic
1,Neta Tamir,Iveta Dapkute
1,Neta Tamir,Isabella Bozicevic
1,Neta Tamir,Noelly Longi Nsimba
1,Neta Tamir,Laetitia Pulchartova
1,Ana Maria Gabriela Taranu,Alexandra Raluca Botin
1,Ana Maria Gabriela Taranu,Andra Cristina Captan
1,Anna Peres,Georgia Brescia
1,Anna Peres,Federica Rossi
1,Anna Peres,Camilla Rosatello
1,Anna Peres,Dasha Plekhanova
1,Anna Peres,Lisa Pigato
1,Anna Peres,Andre Lukosiute
1,Anna Peres,Anali Kocevar
2,Mathilde Dury,Margaux Rouvroy
1,Micol Sanna,Emma Mazzoni
1,Micol Sanna,Sara Gambogi
1,Micol Sanna,Noel Saidenova
1,Micol Sanna,Maneva Rakotomalala
1,Micol Sanna,Yasmina El Sayed
1,Micol Sanna,Caitlyn Portela
1,Micol Sanna,Qianxin Kong
1,Micol Sanna,Laura Maluniakova
1,Micol Sanna,Pia Praefke
1,Micol Sanna,Katriin Saar
1,Micol Sanna,Sarah Oconnor
1,Naia Mercadier,Irina Ramialison
1,Naia Mercadier,Kamilla Bartone
1,Naia Mercadier,Sarah Beth Askew
1,Iulia Maria Farcas,Andra Cristina Captan
1,Iulia Maria Farcas,Ilinca Dalina Amariei
1,Iulia Maria Farcas,Valeriya Olyanovskaya
1,Diana Tkachenko,Vladica Babic
1,Diana Tkachenko,Anastasia Sysoeva
1,Diana Tkachenko,Eleonore Tchakarova
3,Taisya Pachkaleva,Anastasia Zakharova
1,Averie Bowen,Sara Kelly
1,Averie Bowen,Fernanda Castillo Huerta
1,Averie Bowen,Kennedy Bridgforth
1,Averie Bowen,Clara Vlasselaer
